ds,Product,State,actual_count,topic,topic_count,topic_keywords,topic_interpretation,year,month_num,forecast_count,model
2026-04-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",KS,,,,,,2026,4,1.4572447495721497,SARIMA
2026-05-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",KS,,,,,,2026,5,1.4572447495721497,SARIMA
2026-06-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",KS,,,,,,2026,6,1.4572447495721497,SARIMA
2026-07-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",KS,,,,,,2026,7,1.4572447495721497,SARIMA
2026-08-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",KS,,,,,,2026,8,1.4572447495721497,SARIMA
2020-11-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",MO,1.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2020,11,,
2020-12-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",MO,1.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2020,12,,
2021-01-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",MO,1.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2021,1,,
2021-03-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",MO,4.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2021,3,,
2021-05-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",MO,2.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2021,5,,
2021-06-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",MO,2.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2021,6,,
2021-07-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",MO,1.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2021,7,,
2021-08-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",MO,1.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2021,8,,
2021-09-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",MO,2.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2021,9,,
2021-11-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",MO,1.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2021,11,,
2021-12-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",MO,1.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2021,12,,
2022-01-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",MO,2.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2022,1,,
2022-02-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",MO,1.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2022,2,,
2022-03-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",MO,2.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2022,3,,
2022-04-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",MO,3.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2022,4,,
2022-05-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",MO,2.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2022,5,,
2022-06-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",MO,3.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2022,6,,
2022-07-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",MO,3.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2022,7,,
2022-08-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",MO,5.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2022,8,,
2022-10-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",MO,6.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2022,10,,
2022-11-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",MO,2.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2022,11,,
2022-12-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",MO,2.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2022,12,,
2023-01-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",MO,1.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2023,1,,
2023-03-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",MO,2.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2023,3,,
2023-04-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",MO,1.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2023,4,,
2023-05-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",MO,4.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2023,5,,
2023-06-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",MO,1.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2023,6,,
2023-07-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",MO,1.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2023,7,,
2023-08-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",MO,1.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2023,8,,
2023-09-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",MO,1.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2023,9,,
2023-10-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",MO,2.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2023,10,,
2023-11-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",MO,3.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2023,11,,
2023-12-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",MO,1.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2023,12,,
2024-01-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",MO,1.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2024,1,,
2024-02-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",MO,1.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2024,2,,
2024-03-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",MO,3.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2024,3,,
2024-04-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",MO,1.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2024,4,,
2024-05-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",MO,5.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2024,5,,
2024-06-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",MO,2.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2024,6,,
2024-07-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",MO,2.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2024,7,,
2024-08-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",MO,3.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2024,8,,
2024-09-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",MO,2.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2024,9,,
2024-10-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",MO,5.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2024,10,,
2024-11-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",MO,1.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2024,11,,
2024-12-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",MO,2.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2024,12,,
2025-01-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",MO,112.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2025,1,,
2025-02-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",MO,14.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2025,2,,
2025-03-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",MO,3.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2025,3,,
2025-04-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",MO,5.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2025,4,,
2025-05-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",MO,4.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2025,5,,
2025-06-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",MO,7.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2025,6,,
2025-07-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",MO,10.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2025,7,,
2025-08-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",MO,6.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2025,8,,
2025-09-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",MO,,,,,,2025,9,4.526488820688957,SARIMA
2025-10-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",MO,,,,,,2025,10,3.671011936241885,SARIMA
2025-11-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",MO,,,,,,2025,11,3.17434743169062,SARIMA
2025-12-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",MO,,,,,,2025,12,2.8859987520642965,SARIMA
2026-01-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",MO,,,,,,2026,1,2.718592061470684,SARIMA
2026-02-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",MO,,,,,,2026,2,2.621400702412533,SARIMA
2026-03-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",MO,,,,,,2026,3,2.564974282165678,SARIMA
2026-04-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",MO,,,,,,2026,4,2.532214776251477,SARIMA
2026-05-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",MO,,,,,,2026,5,2.5131955788073093,SARIMA
2026-06-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",MO,,,,,,2026,6,2.502153596905395,SARIMA
2026-07-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",MO,,,,,,2026,7,2.4957429497327097,SARIMA
2026-08-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",MO,,,,,,2026,8,2.492021118132394,SARIMA
2020-11-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NC,1.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2020,11,,
2020-12-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NC,3.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2020,12,,
2021-01-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NC,2.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2021,1,,
2021-02-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NC,1.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2021,2,,
2021-03-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NC,7.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2021,3,,
2021-04-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NC,4.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2021,4,,
2021-05-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NC,2.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2021,5,,
2021-06-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NC,3.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2021,6,,
2021-07-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NC,2.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2021,7,,
2021-08-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NC,1.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2021,8,,
2021-09-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NC,4.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2021,9,,
2021-10-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NC,1.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2021,10,,
2021-11-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NC,3.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2021,11,,
2021-12-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NC,1.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2021,12,,
2022-01-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NC,4.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2022,1,,
2022-02-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NC,3.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2022,2,,
2022-03-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NC,6.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2022,3,,
2022-05-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NC,3.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2022,5,,
2022-06-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NC,4.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2022,6,,
2022-07-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NC,3.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2022,7,,
2022-08-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NC,5.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2022,8,,
2022-09-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NC,6.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2022,9,,
2022-10-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NC,1.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2022,10,,
2022-11-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NC,4.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2022,11,,
2022-12-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NC,2.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2022,12,,
2023-01-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NC,2.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2023,1,,
2023-02-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NC,3.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2023,2,,
2023-03-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NC,5.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2023,3,,
2023-04-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NC,1.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2023,4,,
2023-05-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NC,5.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2023,5,,
2023-06-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NC,2.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2023,6,,
2023-07-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NC,4.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2023,7,,
2023-08-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NC,5.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2023,8,,
2023-09-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NC,4.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2023,9,,
2023-10-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NC,4.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2023,10,,
2023-11-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NC,5.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2023,11,,
2023-12-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NC,5.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2023,12,,
2024-01-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NC,3.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2024,1,,
2024-02-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NC,3.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2024,2,,
2024-03-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NC,4.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2024,3,,
2024-04-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NC,4.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2024,4,,
2024-05-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NC,2.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2024,5,,
2024-06-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NC,2.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2024,6,,
2024-07-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NC,4.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2024,7,,
2024-08-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NC,3.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2024,8,,
2024-09-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NC,4.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2024,9,,
2024-10-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NC,6.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2024,10,,
2024-11-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NC,4.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2024,11,,
2024-12-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NC,8.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2024,12,,
2025-01-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NC,327.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2025,1,,
2025-02-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NC,45.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2025,2,,
2025-03-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NC,22.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2025,3,,
2025-04-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NC,11.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2025,4,,
2025-05-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NC,11.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2025,5,,
2025-06-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NC,15.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2025,6,,
2025-07-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NC,8.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2025,7,,
2025-08-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NC,3.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2025,8,,
2025-09-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NC,2.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2025,9,,
2025-10-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NC,,,,,,2025,10,2.148864585839003,SARIMA
2025-11-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NC,,,,,,2025,11,2.0433374001188143,SARIMA
2025-12-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NC,,,,,,2025,12,2.1181435527256327,SARIMA
2026-01-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NC,,,,,,2026,1,2.0651149380644536,SARIMA
2026-02-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NC,,,,,,2026,2,2.1027058831256693,SARIMA
2026-03-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NC,,,,,,2026,3,2.0760583993167097,SARIMA
2026-04-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NC,,,,,,2026,4,2.094948278041291,SARIMA
2026-05-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NC,,,,,,2026,5,2.081557613437175,SARIMA
2026-06-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NC,,,,,,2026,6,2.091049992988908,SARIMA
2026-07-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NC,,,,,,2026,7,2.0843210312668394,SARIMA
2026-08-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NC,,,,,,2026,8,2.0890910602790904,SARIMA
2026-09-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NC,,,,,,2026,9,2.085709680250862,SARIMA
2020-11-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NM,1.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2020,11,,
2021-02-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NM,1.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2021,2,,
2021-04-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NM,2.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2021,4,,
2021-05-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NM,1.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2021,5,,
2021-08-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NM,1.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2021,8,,
2021-09-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NM,1.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2021,9,,
2021-10-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NM,1.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2021,10,,
2022-05-01,"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NM,1.0,11.0,318.0,"resolution, app, cash, unfair, fincial",Cash App / mobile payment disputes,2022,5,,
